Case ID,"Activity (Action, Target Information, Goals)",Beginning Timestamp,End Timestamp
P6,Target Information\Control-flow\Endpoints,"0:09:45,9","0:10:12,3"
P6,Goals\Make hypotheses/assumptions,"0:10:05,2","0:10:12,0"
P6,Goals\Make hypotheses/assumptions\Make assumptions,"0:10:05,2","0:10:12,0"
P6,Action\DISCO\MAP\Inspect process map (Performance),"0:10:23,2","0:10:55,2"
P6,Target Information\Temporal aspects\Median duration,"0:10:28,8","0:10:55,1"
P6,Target Information\Temporal aspects,"0:10:28,8","0:10:55,1"
P6,Goals\Obtain information about log characteristics,"0:10:29,4","0:11:44,9"
P6,Goals\Obtain information about log characteristics\Have an idea of temporal information,"0:10:29,4","0:11:44,9"
P6,Target Information\Control-flow\Paths,"0:10:47,6","0:10:55,3"
P6,Target Information\Control-flow,"0:10:47,6","0:10:55,3"
P6,Action\EXTERNAL\Consult artifacts,"0:10:55,2","0:11:05,2"
P6,Action\DISCO\MAP\Inspect process map (Performance),"0:11:05,6","0:11:52,1"
P6,Target Information\Temporal aspects\Median duration,"0:11:05,8","0:11:16,4"
P6,Target Information\Control-flow\Paths,"0:11:05,8","0:11:16,4"
P6,Target Information\Temporal aspects,"0:11:05,8","0:11:16,4"
P6,Target Information\Control-flow,"0:11:05,8","0:11:16,4"
P6,Action\DISCO\MAP\Changes level of detail (Paths),"0:11:16,7","0:11:24,0"
P6,Target Information\Temporal aspects\Median duration,"0:11:30,2","0:11:44,5"
P6,Target Information\Control-flow\Paths,"0:11:30,2","0:11:44,5"
P6,Target Information\Temporal aspects,"0:11:30,2","0:11:44,5"
P6,Target Information\Control-flow,"0:11:30,2","0:11:44,5"
P7,Action\EXTERNAL\Consult artifacts,"0:00:03,5","0:01:59,4"
P7,Action\DISCO\MAP\Filtering\Variation Filter,"0:02:05,8","0:02:43,2"
P7,Target Information\Variants and their distribution\Variants,"0:02:05,8","0:02:43,2"
P7,Goals\Focus the analysis (Filtering),"0:02:05,8","0:02:43,2"
P7,Action\DISCO\MAP\Filtering,"0:02:05,8","0:02:43,2"
P7,Goals\Obtain information about log characteristics\Process structuredness,"0:02:17,1","0:02:38,0"
P7,Target Information\Variants and their distribution\Distribution of variants,"0:02:19,1","0:02:39,6"
P7,Target Information\Mainstream behavior (Most frequent behavior),"0:02:25,9","0:02:30,1"
P7,Target Information\Control-flow\Structuredness of the process,"0:02:30,6","0:02:38,2"
P7,Target Information\Control-flow,"0:02:30,6","0:02:38,2"
P7,Action\DISCO\MAP\Inspect process map (Frequency),"0:02:43,5","0:03:10,3"
P7,Target Information\Control-flow\Paths,"0:02:43,5","0:03:10,3"
P7,Target Information\Control-flow\Activity,"0:02:43,5","0:03:10,3"
P7,Target Information\Mainstream behavior (Most frequent behavior),"0:02:43,5","0:03:10,3"
P7,Target Information\Control-flow,"0:02:43,5","0:03:10,3"
P7,Goals\Make hypotheses/assumptions,"0:03:02,2","0:03:05,7"
P7,Goals\Make hypotheses/assumptions\Make hypothesis,"0:03:02,2","0:03:05,7"
P7,Action\EXTERNAL\Consult artifacts,"0:03:10,4","0:03:22,6"
P7,Goals\Check hypotheses,"0:03:10,4","0:03:22,6"
P7,Action\DISCO\MAP\Inspect process map (Frequency),"0:03:22,7","0:03:57,5"
P7,Target Information\Control-flow\Paths,"0:03:22,7","0:03:57,5"
P7,Target Information\Control-flow\Activity,"0:03:22,7","0:03:57,5"
P7,Goals\Characterize behavior,"0:03:22,7","0:03:57,5"
P7,Target Information\Control-flow,"0:03:22,7","0:03:57,5"
P7,Action\EXTERNAL\Consult artifacts,"0:03:58,3","0:04:27,5"
P7,Action\DISCO\MAP\Inspect process map (Frequency),"0:04:27,7","0:04:46,3"
P7,Target Information\Control-flow\Paths,"0:04:27,7","0:04:46,3"
P7,Target Information\Control-flow\Activity,"0:04:27,7","0:04:46,3"
P7,Goals\Characterize behavior,"0:04:27,7","0:04:46,3"
P7,Goals\Understanding,"0:04:27,7","0:04:38,0"
P7,Target Information\Control-flow,"0:04:27,7","0:04:46,3"
P7,Goals\Conceptualize the process,"0:04:27,7","0:04:38,0"
P7,Action\DISCO\MAP\Filtering\Variation Filter,"0:04:46,4","0:04:57,0"
P7,Target Information\Variants and their distribution\Variants,"0:04:46,4","0:04:57,0"
P7,Target Information\Outliers (Exceptional behavior),"0:04:46,4","0:04:57,0"
P7,Goals\Focus the analysis (Filtering),"0:04:46,4","0:04:57,0"
P7,Action\DISCO\MAP\Filtering,"0:04:46,4","0:04:57,0"
P7,Action\DISCO\MAP\Inspect process map (Frequency),"0:04:57,3","0:06:18,0"
P7,Target Information\Control-flow\Paths,"0:04:57,3","0:06:18,0"
P7,Target Information\Control-flow\Activity,"0:04:57,3","0:06:18,0"
P7,Target Information\Control-flow,"0:04:57,3","0:06:18,0"
P7,Goals\Characterize behavior,"0:05:02,6","0:05:28,5"
P7,Goals\Understanding,"0:05:22,4","0:05:30,6"
P7,Goals\Conceptualize the process,"0:05:22,4","0:05:30,6"
P7,Goals\Characterize behavior\Quantify behavior,"0:05:46,8","0:05:53,6"
P7,Goals\Characterize behavior\Quantify behavior,"0:06:02,0","0:06:08,8"
P7,Goals\Characterize behavior,"0:06:02,4","0:06:18,0"
P7,Goals\Interpret findings,"0:06:02,4","0:06:18,0"
P7,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:06:31,5","0:08:45,2"
P7,Action\DISCO\INSPECT STATISTICS,"0:06:31,5","0:08:45,2"
P7,Goals\Obtain information about log characteristics,"0:06:35,2","0:06:47,6"
P7,Goals\Obtain information about log characteristics\Have an idea of which attributes are available,"0:06:35,2","0:06:47,6"
P7,Target Information\Data Attributes\Resources,"0:06:38,8","0:06:54,4"
P7,Target Information\Data Attributes,"0:06:38,8","0:06:54,4"
P7,Target Information\Data Attributes\Other attributes,"0:06:54,5","0:08:45,1"
P7,Target Information\Data Attributes,"0:06:54,5","0:08:45,1"
P7,Action\EXTERNAL\Consult artifacts,"0:07:15,6","0:07:28,3"
P7,Action\EXTERNAL\Consult artifacts,"0:07:50,6","0:08:01,6"
P7,Action\EXTERNAL\Consult artifacts,"0:08:10,6","0:08:17,8"
P7,Action\DISCO\VARIANTS\Inspect variants,"0:08:45,3","0:11:27,6"
P7,Action\DISCO\VARIANTS,"0:08:45,3","0:11:27,6"
P7,Target Information\Variants and their distribution\Variants,"0:08:45,5","0:09:15,9"
P7,Goals\Characterize behavior,"0:08:45,5","0:09:16,9"
P7,Target Information\Variants and their distribution\Distribution of variants,"0:08:46,0","0:09:16,0"
P7,Goals\Obtain information about log characteristics,"0:08:46,0","0:09:16,0"
P7,Goals\Obtain information about log characteristics\Process structuredness,"0:08:46,0","0:09:16,0"
P7,Action\DISCO\VARIANTS\Look at single cases,"0:09:16,3","0:11:27,6"
P7,Goals\Check hypotheses,"0:09:50,0","0:10:03,2"
P7,Goals\Understanding,"0:09:50,0","0:10:03,2"
P7,Goals\Interpret findings,"0:09:50,0","0:10:03,2"
P7,Goals\Point out things that are weird/interesting,"0:10:05,2","0:10:14,0"
P7,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:10:05,2","0:10:14,0"
P7,Goals\Understanding,"0:10:07,9","0:10:19,3"
P7,Goals\Interpret findings,"0:10:07,9","0:10:19,3"
P7,Goals\Make hypotheses/assumptions,"0:10:14,0","0:10:19,3"
P7,Goals\Make hypotheses/assumptions\Make hypothesis,"0:10:14,0","0:10:19,3"
P7,Target Information\Data Attributes\Other attributes,"0:10:21,0","0:10:37,3"
P7,Target Information\Data Attributes,"0:10:21,0","0:10:37,3"
P7,Goals\Check hypotheses,"0:10:21,2","0:10:37,2"
P7,Goals\Characterize behavior,"0:10:48,4","0:11:10,7"
P7,Goals\Characterize behavior\Quantify behavior,"0:10:58,4","0:11:10,7"
P7,Goals\Check hypotheses,"0:11:10,7","0:11:25,1"
P7,Goals\Understanding,"0:11:11,2","0:11:25,6"
P7,Goals\Interpret findings,"0:11:11,2","0:11:25,6"
P8,Goals\Obtain information about log characteristics,"0:00:02,3","0:00:12,9"
P8,Goals\Obtain information about log characteristics\Process context,"0:00:02,3","0:00:12,9"
P8,Action\EXTERNAL\Consult artifacts,"0:00:03,5","0:00:50,0"
P8,Goals\Check conformance\Understand how much process deviates from reality,"0:00:38,1","0:00:48,0"
P8,Goals\Check conformance,"0:00:38,1","0:00:48,0"
P8,Action\DISCO\MAP\Inspect process map (Frequency),"0:00:50,1","0:01:00,4"
P8,Target Information\Control-flow\Activity,"0:00:50,1","0:01:00,4"
P8,Target Information\Control-flow,"0:00:50,1","0:01:00,4"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:01:00,5","0:01:09,7"
P8,Target Information\Temporal aspects\Mean duration,"0:01:00,5","0:01:09,7"
P8,Target Information\Temporal aspects,"0:01:00,5","0:01:09,7"
P8,Goals\Check conformance\Check temporal constraints,"0:01:06,2","0:01:27,3"
P8,Goals\Check conformance,"0:01:06,2","0:01:27,3"
P8,Action\EXTERNAL\Consult artifacts,"0:01:09,9","0:01:12,9"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:01:13,0","0:01:15,9"
P8,Target Information\Temporal aspects\Mean duration,"0:01:13,0","0:01:15,9"
P8,Target Information\Temporal aspects,"0:01:13,0","0:01:15,9"
P8,Action\EXTERNAL\Consult artifacts,"0:01:16,0","0:01:17,0"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:01:17,1","0:01:51,2"
P8,Target Information\Control-flow\Activity,"0:01:27,3","0:01:35,3"
P8,Target Information\Control-flow,"0:01:27,3","0:01:35,3"
P8,Target Information\Temporal aspects\Max duration,"0:01:40,1","0:01:51,2"
P8,Goals\Check conformance\Check temporal constraints,"0:01:40,1","0:02:00,8"
P8,Goals\Check conformance,"0:01:40,1","0:02:00,8"
P8,Target Information\Temporal aspects,"0:01:40,1","0:01:51,2"
P8,Action\EXTERNAL\Consult artifacts,"0:01:51,3","0:01:53,5"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:01:53,6","0:02:00,8"
P8,Target Information\Temporal aspects\Max duration,"0:01:53,6","0:02:00,8"
P8,Target Information\Temporal aspects,"0:01:53,6","0:02:00,8"
P8,Action\EXTERNAL\Note taking,"0:02:00,9","0:02:34,8"
P8,Action\EXTERNAL\Consult artifacts,"0:02:34,9","0:02:48,0"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:02:48,9","0:02:54,8"
P8,Target Information\Temporal aspects\Max duration,"0:02:48,9","0:02:54,8"
P8,Target Information\Temporal aspects,"0:02:48,9","0:02:54,8"
P8,Action\DISCO\MAP\Filtering\Attribute Filter,"0:02:57,9","0:03:08,5"
P8,Goals\Focus the analysis (Filtering),"0:02:57,9","0:04:14,6"
P8,Action\DISCO\MAP\Filtering,"0:02:57,9","0:03:08,5"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:03:10,6","0:03:12,7"
P8,Action\EXTERNAL\Consult artifacts,"0:03:10,6","0:03:12,7"
P8,Action\EXTERNAL\Consult artifacts,"0:03:12,9","0:03:18,3"
P8,Action\DISCO\MAP\Filtering\Attribute Filter,"0:03:18,7","0:04:14,6"
P8,Action\DISCO\MAP\Filtering,"0:03:18,7","0:04:14,6"
P8,Action\EXTERNAL\Consult artifacts,"0:03:29,2","0:03:30,4"
P8,Action\EXTERNAL\Consult artifacts,"0:03:35,7","0:03:38,1"
P8,Action\EXTERNAL\Consult artifacts,"0:03:47,5","0:03:48,9"
P8,Action\DISCO\Save partial results,"0:04:10,5","0:04:12,9"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:04:14,8","0:04:46,6"
P8,Target Information\Temporal aspects\Mean duration,"0:04:14,8","0:04:46,6"
P8,Goals\Check conformance\Check temporal constraints,"0:04:14,8","0:04:46,6"
P8,Target Information\Temporal aspects,"0:04:14,8","0:04:46,6"
P8,Goals\Check conformance,"0:04:14,8","0:04:46,6"
P8,Action\EXTERNAL\Note taking,"0:04:47,6","0:05:14,0"
P8,Action\EXTERNAL\Consult artifacts,"0:05:14,1","0:05:16,4"
P8,Action\DISCO\Goes back to original log,"0:05:18,4","0:05:21,7"
P8,Action\EXTERNAL\Consult artifacts,"0:05:26,5","0:05:29,5"
P8,Action\DISCO\MAP\Filtering\Attribute Filter,"0:05:32,9","0:06:26,1"
P8,Goals\Focus the analysis (Filtering),"0:05:32,9","0:06:26,1"
P8,Action\DISCO\MAP\Filtering,"0:05:32,9","0:06:26,1"
P8,Action\EXTERNAL\Consult artifacts,"0:05:39,1","0:05:40,2"
P8,Action\EXTERNAL\Consult artifacts,"0:05:41,6","0:05:42,7"
P8,Action\EXTERNAL\Consult artifacts,"0:06:14,3","0:06:16,7"
P8,Action\DISCO\MAP\Filtering\Follower Filter,"0:06:29,4","0:08:05,1"
P8,Goals\Focus the analysis (Filtering),"0:06:29,4","0:08:05,1"
P8,Action\DISCO\MAP\Filtering,"0:06:29,4","0:08:05,1"
P8,Goals\Check conformance,"0:06:36,6","0:06:43,8"
P8,Goals\Check conformance\Check temporal constraints,"0:06:36,6","0:06:43,8"
P8,Goals\Check conformance\Understand how much process deviates from reality,"0:06:50,0","0:07:13,2"
P8,Goals\Check conformance,"0:06:50,0","0:07:13,2"
P8,Action\EXTERNAL\Consult artifacts,"0:07:19,5","0:07:21,9"
P8,Action\EXTERNAL\Consult artifacts,"0:07:30,2","0:07:32,9"
P8,Action\EXTERNAL\Consult artifacts,"0:07:37,6","0:07:38,3"
P8,Action\DISCO\Save partial results,"0:07:55,6","0:08:05,3"
P8,Action\DISCO\MAP\Inspect process map (Performance),"0:08:08,9","0:08:39,1"
P8,Target Information\Temporal aspects\Max duration,"0:08:09,0","0:08:28,9"
P8,Goals\Check conformance\Check temporal constraints,"0:08:09,0","0:08:39,2"
P8,Target Information\Temporal aspects,"0:08:09,0","0:08:28,9"
P8,Goals\Check conformance,"0:08:09,0","0:08:39,2"
P8,Target Information\Temporal aspects\Mean duration,"0:08:29,1","0:08:39,1"
P8,Target Information\Temporal aspects,"0:08:29,1","0:08:39,1"
P8,Action\EXTERNAL\Note taking,"0:08:39,2","0:09:02,0"
P8,Action\EXTERNAL\Consult artifacts,"0:09:02,1","0:09:58,8"
P8,Action\DISCO\Reuse previously saved event log,"0:09:59,3","0:10:10,4"
P8,Action\EXTERNAL\Consult artifacts,"0:10:10,7","0:10:47,8"
P8,Action\DISCO\MAP\Filtering\Attribute Filter,"0:10:49,2","0:11:01,8"
P8,Goals\Focus the analysis (Filtering),"0:10:49,2","0:11:32,5"
P8,Action\DISCO\MAP\Filtering,"0:10:49,2","0:11:01,8"
P8,Action\EXTERNAL\Consult artifacts,"0:11:02,1","0:11:06,2"
P8,Action\DISCO\MAP\Filtering\Follower Filter,"0:11:06,3","0:11:32,2"
P8,Action\DISCO\MAP\Filtering,"0:11:06,3","0:11:32,2"
P8,Goals\Check conformance\Check temporal constraints,"0:11:30,1","0:11:56,6"
P8,Goals\Check conformance,"0:11:30,1","0:11:56,6"
P8,Goals\Check conformance,"0:12:20,1","0:12:33,7"
P8,Goals\Check conformance\Check temporal constraints,"0:12:20,1","0:12:33,7"
P8,Action\EXTERNAL\Consult artifacts,"0:12:31,5","0:12:46,7"
P9,Action\EXTERNAL\Consult artifacts,"0:00:17,5","0:03:19,6"
P9,Goals\Obtain information about log characteristics,"0:00:35,7","0:00:40,4"
P9,Goals\Obtain information about log characteristics\Process context,"0:00:35,7","0:00:40,4"
P9,Goals\Characterize behavior,"0:00:41,0","0:01:17,7"
P9,Action\DISCO\MAP\Inspect process map (Frequency),"0:02:48,1","0:07:49,2"
P9,Target Information\Control-flow,"0:03:29,7","0:03:54,0"
P9,Target Information\Control-flow\Structuredness of the process,"0:03:29,7","0:03:54,0"
P9,Action\DISCO\MAP\Changes level of detail (Activities),"0:03:29,8","0:03:34,7"
P9,Goals\Obtain information about log characteristics,"0:03:30,0","0:03:59,0"
P9,Goals\Obtain information about log characteristics\Process structuredness,"0:03:30,0","0:03:59,0"
P9,Action\DISCO\MAP\Changes level of detail (Paths),"0:03:34,7","0:03:37,6"
P9,Action\DISCO\MAP\Changes level of detail (Activities),"0:03:37,5","0:03:38,7"
P9,Action\DISCO\MAP\Changes level of detail (Paths),"0:03:52,0","0:03:54,0"
P9,Target Information\Temporal aspects,"0:03:57,7","0:04:13,6"
P9,Target Information\Temporal aspects\Mean duration,"0:03:57,7","0:04:13,6"
P9,Action\DISCO\MAP\Changes level of detail (Paths),"0:04:14,5","0:04:22,0"
P9,Target Information\Mainstream behavior (Most frequent behavior),"0:04:14,5","0:07:49,2"
P9,Target Information\Control-flow,"0:04:30,1","0:04:41,1"
P9,Target Information\Control-flow\Paths,"0:04:30,1","0:04:41,1"
P9,Target Information\Control-flow\Activity,"0:04:30,1","0:04:41,1"
P9,Action\EXTERNAL\Consult artifacts,"0:04:41,5","0:04:51,8"
P9,Goals\Check conformance,"0:04:44,9","0:06:14,2"
P9,Goals\Check conformance\Check temporal constraints,"0:04:44,9","0:06:14,2"
P9,Target Information\Temporal aspects,"0:04:52,5","0:05:23,3"
P9,Target Information\Temporal aspects\Mean duration,"0:04:52,5","0:05:23,3"
P9,Target Information\Temporal aspects\Temporal constraints,"0:04:52,5","0:05:23,3"
P9,Target Information\Control-flow,"0:04:52,5","0:05:23,3"
P9,Target Information\Control-flow\Paths,"0:04:52,5","0:05:23,3"
P9,Goals\Characterize behavior,"0:05:08,4","0:05:17,0"
P9,Action\EXTERNAL\Consult artifacts,"0:05:23,3","0:05:31,1"
P9,Action\EXTERNAL\Consult artifacts,"0:05:32,9","0:05:42,8"
P9,Target Information\Temporal aspects,"0:05:34,0","0:06:15,9"
P9,Target Information\Temporal aspects\Temporal constraints,"0:05:34,0","0:06:15,9"
P9,Target Information\Temporal aspects\Mean duration,"0:05:43,2","0:06:15,9"
P9,Target Information\Control-flow,"0:05:43,2","0:06:15,9"
P9,Target Information\Control-flow\Paths,"0:05:43,2","0:06:15,9"
P9,Goals\Detect anomalies,"0:05:47,3","0:05:54,9"
P9,Goals\Detect anomalies\Find bottlenecks in the process,"0:05:47,3","0:05:54,9"
P9,Goals\Characterize behavior,"0:05:47,4","0:05:51,0"
P9,Goals\Characterize behavior,"0:06:04,1","0:06:14,0"
P9,Action\EXTERNAL\Consult artifacts,"0:06:16,1","0:06:20,6"
P9,Target Information\Temporal aspects\Temporal constraints,"0:06:20,7","0:06:53,2"
P9,Target Information\Control-flow,"0:06:20,7","0:06:29,8"
P9,Target Information\Control-flow\Paths,"0:06:20,7","0:06:29,8"
P9,Target Information\Temporal aspects,"0:06:20,7","0:06:53,2"
P9,Goals\Check conformance,"0:06:22,4","0:06:36,1"
P9,Goals\Check conformance\Check temporal constraints,"0:06:22,4","0:06:36,1"
P9,Action\EXTERNAL\Consult artifacts,"0:06:29,9","0:06:53,1"
P9,Target Information\Control-flow\Activity,"0:06:54,2","0:07:03,4"
P9,Target Information\Control-flow,"0:06:54,2","0:07:03,4"
P9,Goals\Check conformance,"0:07:02,8","0:07:26,4"
P9,Goals\Check conformance\Check temporal constraints,"0:07:02,8","0:07:26,4"
P9,Target Information\Temporal aspects\Temporal constraints,"0:07:03,9","0:07:23,1"
P9,Target Information\Control-flow,"0:07:03,9","0:07:23,1"
P9,Target Information\Control-flow\Paths,"0:07:03,9","0:07:23,1"
P9,Target Information\Temporal aspects,"0:07:03,9","0:07:23,1"
P9,Target Information\Control-flow\Activity,"0:07:23,1","0:07:27,9"
P9,Target Information\Control-flow,"0:07:23,1","0:07:27,9"
P9,Goals\See how log was imported,"0:07:49,8","0:08:42,9"
P9,Goals\Characterize behavior,"0:08:42,9","0:09:19,7"
P9,Target Information\Mainstream behavior (Most frequent behavior),"0:08:43,0","0:09:57,3"
P9,Action\DISCO\VARIANTS\Inspect variants,"0:08:43,1","0:10:11,2"
P9,Action\DISCO\VARIANTS,"0:08:43,1","0:10:11,2"
P9,Target Information\Variants and their distribution\Variants,"0:08:43,6","0:09:30,2"
P9,Target Information\Control-flow\Activity,"0:09:02,5","0:09:27,5"
P9,Target Information\Control-flow,"0:09:02,5","0:09:27,5"
P9,Goals\Point out things that are weird/interesting,"0:09:19,8","0:09:26,4"
P9,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:09:19,8","0:09:26,4"
P9,Goals\Characterize behavior,"0:09:28,8","0:09:37,8"
P9,Goals\Point out things that are weird/interesting,"0:09:32,0","0:09:57,0"
P9,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:09:32,0","0:09:57,0"
P9,Goals\Understanding,"0:09:42,4","0:09:57,2"
P9,Goals\Interpret findings,"0:09:42,4","0:09:57,2"
P9,Goals\Characterize behavior,"0:09:57,8","0:10:06,2"
P9,Target Information\Variants and their distribution\Variants,"0:09:58,5","0:10:11,2"
P9,Action\DISCO\MAP\Filtering\Variation Filter,"0:10:12,8","0:10:51,9"
P9,Target Information\Mainstream behavior (Most frequent behavior),"0:10:12,8","0:10:51,9"
P9,Action\DISCO\MAP\Filtering,"0:10:12,8","0:10:51,9"
P9,Goals\Focus the analysis (Filtering),"0:10:18,1","0:11:17,8"
P9,Action\DISCO\MAP\Filtering\Attribute Filter,"0:10:52,6","0:11:18,2"
P9,Action\DISCO\MAP\Filtering,"0:10:52,6","0:11:18,2"
P9,Action\DISCO\MAP\Inspect process map (Frequency),"0:11:23,3","0:11:46,7"
P9,Goals\Characterize behavior,"0:11:23,4","0:11:33,8"
P9,Goals\Characterize behavior\Quantify behavior,"0:11:23,4","0:11:33,8"
P9,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:11:46,8","0:12:00,4"
P9,Target Information\Data Attributes,"0:11:46,8","0:12:00,4"
P9,Target Information\Data Attributes\Other attributes,"0:11:46,8","0:12:00,4"
P9,Action\DISCO\INSPECT STATISTICS,"0:11:46,8","0:12:00,4"
